customer_id,month,signup_month,propensity_score,segment,acquisition_channel,home_city,calls,inquirys,offers,saves,views,visits,sessions,avg_session_min,revenue,deals,engagement_score,engagement_3m,churn_risk,churned,churn_month
C000004,2022-10-01,2022-07-01,0.853,Investor,Marketplace,Dhaka,1.0,0.0,0.0,0.0,1.0,0.0,2.0,8.1,0.0,0.0,0.1481,0.08453333377838135,0.0575,False,2023-03-01
C000004,2022-11-01,2022-07-01,0.853,Investor,Marketplace,Dhaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453333377838135,0.1285,False,2023-03-01
C000004,2022-12-01,2022-07-01,0.853,Investor,Marketplace,Dhaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04936666786670685,0.1677,False,2023-03-01
C000004,2023-01-01,2022-07-01,0.853,Investor,Marketplace,Dhaka,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.1,0.0,0.0,0.0971,0.03236666570107142,0.1331,False,2023-03-01
C000004,2023-02-01,2022-07-01,0.853,Investor,Marketplace,Dhaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03236666570107142,0.2348,False,2023-03-01
C000004,2023-03-01,2022-07-01,0.853,Investor,Marketplace,Dhaka,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.55,0.0,0.0,0.10655,0.06788333257039388,0.0864,True,2023-03-01
C000005,2024-03-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.15,0.0,0.0,0.26915,0.2691499888896942,0.01,False,2024-12-01
C000005,2024-04-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1345749944448471,0.0582,False,2024-12-01
C000005,2024-05-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,1.0,0.0,0.0,3.0,1.0,5.0,10.5199995,0.0,0.0,0.50052,0.2565566599369049,0.0101,False,2024-12-01
C000005,2024-06-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.7,0.0,0.0,0.0567,0.18573999653259912,0.0414,False,2024-12-01
C000005,2024-07-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18573999653259912,0.0331,False,2024-12-01
C000005,2024-08-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01889999955892563,0.2784,False,2024-12-01
C000005,2024-09-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2795,False,2024-12-01
C000005,2024-10-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215,False,2024-12-01
C000005,2024-11-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2849,False,2024-12-01
C000005,2024-12-01,2024-03-01,0.503,End-User,Facebook,Mymensingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4186,True,2024-12-01
C000006,2023-01-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.3,0.0,0.0,0.2243,0.22429999709129333,0.015,False,2024-09-01
C000006,2023-02-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11214999854564667,0.0862,False,2024-09-01
C000006,2023-03-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,1.0,0.0,1.0,0.0,1.0,3.0,13.8,0.0,0.0,0.3938,0.20603332916895548,0.0165,False,2024-09-01
C000006,2023-04-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,2.0,1.0,3.0,10.0,0.0,0.0,0.32,0.2379333277543386,0.013,False,2024-09-01
C000006,2023-05-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2379333277543386,0.0114,False,2024-09-01
C000006,2023-06-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10666666428248088,0.0609,False,2024-09-01
C000006,2023-07-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11801586.0,1.0,0.0,0.0,0.1183,False,2024-09-01
C000006,2023-08-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923,False,2024-09-01
C000006,2023-09-01,2023-01-01,0.528,End-User,Organic,Barishal,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.1,0.0,0.0,0.0981,0.032699999709924064,0.1798,False,2024-09-01
C000006,2023-10-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032699999709924064,0.1389,False,2024-09-01
C000006,2023-11-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.95,0.0,0.0,0.25495,0.11768332868814468,0.0466,False,2024-09-01
C000006,2023-12-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.7999997,19639112.0,1.0,0.1568,0.1372499962647756,0.0396,False,2024-09-01
C000006,2024-01-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1372499962647756,0.0196,False,2024-09-01
C000006,2024-02-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.6,0.0,0.0,0.0586,0.07180000096559525,0.1418,False,2024-09-01
C000006,2024-03-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.6,0.0,0.0,0.0656,0.0414000004529953,0.2031,False,2024-09-01
C000006,2024-04-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414000004529953,0.1975,False,2024-09-01
C000006,2024-05-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02186666677395503,0.2021,False,2024-09-01
C000006,2024-06-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353,False,2024-09-01
C000006,2024-07-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.4,0.0,0.0,0.062400002,0.02080000067750613,0.131,False,2024-09-01
C000006,2024-08-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02080000067750613,0.1507,False,2024-09-01
C000006,2024-09-01,2023-01-01,0.528,End-User,Organic,Barishal,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.5,0.0,0.0,0.1875,0.08330000067750613,0.1095,True,2024-09-01
C000007,2024-04-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.95,0.0,0.0,0.26595,0.2659499943256378,0.01,False,
C000007,2024-05-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,2.0,0.0,2.0,1.0,0.0,5.0,8.92,0.0,0.0,0.39892,0.3324349969625473,0.01,False,
C000007,2024-06-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.6,0.0,0.0,0.2186,0.2944899996121724,0.01,False,
C000007,2024-07-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,1.0,0.0,0.0,0.0,2.0,0.0,3.0,5.866667,0.0,0.0,0.19586667,0.27112889289855957,0.01,False,
C000007,2024-08-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.2,0.0,0.0,0.3412,0.25188889106114704,0.0149,False,
C000007,2024-09-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17902222275733948,0.0242,False,
C000007,2024-10-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11373333136240642,0.0743,False,
C000007,2024-11-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2292,False,
C000007,2024-12-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3285,False,
C000007,2025-01-01,2024-04-01,0.51,Renter-to-Owner,Paid Search,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3545,False,
C000008,2023-05-01,2023-05-01,0.741,Investor,Email,Rangpur,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.4,0.0,0.0,0.1004,0.10040000081062317,0.0747,False,
C000008,2023-06-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.7,0.0,0.0,0.0887,0.0945499986410141,0.0523,False,
C000008,2023-07-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,2.0,0.0,2.0,25.5,0.0,0.0,0.12550001,0.10486666858196259,0.0756,False,
C000008,2023-08-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,3.0,1.0,4.0,5.675,0.0,0.0,0.365675,0.1932916690905889,0.0179,False,
C000008,2023-09-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.2,0.0,0.0,0.0532,0.1814583366115888,0.0204,False,
C000008,2023-10-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13962500045696893,0.0328,False,
C000008,2023-11-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.3,0.0,0.0,0.050300002,0.034500000377496086,0.138,False,
C000008,2023-12-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.9,0.0,0.0,0.0459,0.03206666683157285,0.199,False,
C000008,2024-01-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03206666683157285,0.1382,False,
C000008,2024-02-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015299999465545019,0.2243,False,
C000008,2024-03-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904,False,
C000008,2024-04-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.7,0.0,0.0,0.1387,0.046233331163724266,0.1397,False,
C000008,2024-05-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,2.0,0.0,0.0,1.0,0.0,3.0,9.233334,0.0,0.0,0.31923333,0.15264444053173065,0.0354,False,
C000008,2024-06-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.9,0.0,0.0,0.0499,0.16927777354915938,0.0228,False,
C000008,2024-07-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1230444423854351,0.0615,False,
C000008,2024-08-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.266,0.10530000055829684,0.0681,False,
C000008,2024-09-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08866666754086812,0.0628,False,
C000008,2024-10-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08866666754086812,0.0579,False,
C000008,2024-11-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2368,False,
C000008,2024-12-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,False,
C000008,2025-01-01,2023-05-01,0.741,Investor,Email,Rangpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2252,False,
C000009,2024-05-01,2024-05-01,0.518,End-User,Email,Khulna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1933,False,
C000009,2024-06-01,2024-05-01,0.518,End-User,Email,Khulna,0.0,1.0,0.0,0.0,3.0,0.0,4.0,7.375,0.0,0.0,0.287375,0.14368750154972076,0.0569,False,
C000009,2024-07-01,2024-05-01,0.518,End-User,Email,Khulna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18554509.0,1.0,0.0,0.09579166769981384,0.0634,False,
C000009,2024-08-01,2024-05-01,0.518,End-User,Email,Khulna,0.0,0.0,0.0,1.0,4.0,0.0,5.0,11.039999,0.0,0.0,0.25104,0.1794716715812683,0.016,False,
C000009,2024-09-01,2024-05-01,0.518,End-User,Email,Khulna,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.2,0.0,0.0,0.0972,0.11608000348011653,0.0396,False,
C000009,2024-10-01,2024-05-01,0.518,End-User,Email,Khulna,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.8,0.0,0.0,0.1348,0.16101333747307459,0.0358,False,
C000009,2024-11-01,2024-05-01,0.518,End-User,Email,Khulna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07733333359162013,0.1796,False,
C000009,2024-12-01,2024-05-01,0.518,End-User,Email,Khulna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04493333399295807,0.1542,False,
C000009,2025-01-01,2024-05-01,0.518,End-User,Email,Khulna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343,False,
C000010,2022-06-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.95,0.0,0.0,0.09695,0.096950002014637,0.1209,False,
C000010,2022-07-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484750010073185,0.2005,False,
C000010,2022-08-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.9,0.0,0.0,0.0709,0.05595000088214874,0.1595,False,
C000010,2022-09-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,1.0,0.0,1.0,0.0,2.0,7.05,0.0,0.0,0.38705,0.1526500011483828,0.0388,False,
C000010,2022-10-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1526500011483828,0.0469,False,
C000010,2022-11-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,0.0,0.0,0.0978,0.16161666810512543,0.0196,False,
C000010,2022-12-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032600000500679016,0.133,False,
C000010,2023-01-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.3,0.0,0.0,0.0523,0.05003333340088526,0.0894,False,
C000010,2023-02-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01743333290020625,0.1196,False,
C000010,2023-03-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01743333290020625,0.2596,False,
C000010,2023-04-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.6,0.0,0.0,0.0596,0.019866666446129482,0.226,False,
C000010,2023-05-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019866666446129482,0.1925,False,
C000010,2023-06-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019866666446129482,0.1679,False,
C000010,2023-07-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.4,0.0,0.0,0.1424,0.047466665506362915,0.1328,False,
C000010,2023-08-01,2022-06-01,0.411,Business Buyer,Marketplace,Chattogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047466665506362915,0.1124,False,
